ID	Adjudication	Classification	Text
89	Adjudicated	Pessimistic	On behalf of Mrs. Kennedy, her children, the parents and sisters of Robert Kennedy, I want to express what we feel to those who mourn with us today in this Cathedral and around the world. We loved him as a brother, and as a father, and as a son. From his parents, and from his older brothers and sisters -- Joe and Kathleen and Jack -- he received an inspiration which he passed on to all of us. He gave us strength in time of trouble, wisdom in time of uncertainty, and sharing in time of happiness. He will always be by our side. Love is not an easy feeling to put into words. Nor is loyalty, or trust, or joy. But he was all of these. He loved life completely and he lived it intensely.
330	Adjudicated	Neutral	Back in April while in the hospital I had, as you can readily understand, a lot of time for reflection. And one day I decided to send a personal, handwritten letter to Soviet President Leonid Brezhnev reminding him that we had met about 10 years ago in San Clemente, California, as he and President Nixon were concluding a series of meetings that had brought hope to all the world. Never had peace and good will seemed closer at hand. I'd like to read you a few paragraphs from that letter. “Mr. President: When we met, I asked if you were aware that the hopes and aspirations of millions of people throughout the world were dependent on the decisions that would be reached in those meetings. You took my hand in both of yours and assured me that you were aware of that and that you were dedicated with all your heart and soul and mind to fulfilling those hopes and dreams.”
403	Adjudicated	Neutral	As we all know, devotion to that land has also been the source of conflict and bloodshed for too long. Throughout this century, bitterness between the Palestinian and Jewish people has robbed the entire region of its resources, its potential, and too many of its sons and daughters. The land has been so drenched in warfare and hatred, the conflicting claims of history etched so deeply in the souls of the combatants there, that many believed the past would always have the upper hand. Then, 14 years ago, the past began to give way when, at this place and upon this desk, three men of great vision signed their names to the Camp David accords. Today we honor the memories of Menachem Begin and Anwar Sadat, and we salute the wise leadership of President Jimmy Carter. Then, as now, we heard from those who said that conflict would come again soon. But the peace between Egypt and Israel has endured. Just so, this bold new venture today, this brave gamble that the future can be better than the past, must endure.
458	Adjudicated	Optimistic	To all of our distinguished guests from all the services, to General Powell and the Joint Chiefs, Secretary Aspin, Mr. Vice President, ladies and gentlemen, and especially to General Johnston and the men and women of the Unified Task Force in Somalia. General Johnston has just reported to me: Mission accomplished. And so, on behalf of all the American people, I say to you, General, and to all whom you brought with you: Welcome home, and thank you for a job very, very well done You represent the thousands who served in this crucial operation, in the First Marine Expeditionary Force, in the Army 10th Mountain Division, aboard the Navy's Tripoli Amphibious Ready Group, in the Air Force and Air National Guard airlift squadrons, and in other units in each of our services. Over 30,000 American military personnel served at sometime in these last 5 months in Somalia. And serving alongside you were thousands of others from 20 nations.
337	Adjudicated	Neutral	The Human Rights Commission was given as its first and most important task the preparation of an International Bill of Rights. The General Assembly, which opened its third session here in Paris a few days ago, will have before it the first fruit of the Commission's labors in this task, that is the International Declaration of Human Rights. The Declaration was finally completed after much work during the last session of the Human Rights Commission in New York in the spring of 1948. The Economic and Social Council has sent it without recommendation to the General Assembly, together with other documents transmitted by the Human Rights Commission.
110	Adjudicated	Neutral	[PATE] Certainly. Well, I just would point out that training for these poll workers are done by the local county auditors. We've now stepped up and provided them with training materials and encourage these auditors to use so those poll workers have the accurate information in their counties. Thousands of votes were cast, these past elections with much success. Now the answer your question, when people come in to vote, this election cycle coming in November, they could just bring their driver's license, a passport, a veteran's ID and a tribal ID was just recently added and use that as one of their IDs. Or they can also use one of the state-issue voter IDs that we mailed out to the people that Deidre just talked about so that they have their card as well, so no one gets left out. We have added – because of the soft rollout – the option to sign an oath of identity. Simply say, you know, I didn't bring it because I didn't understand all the information that this election. So we have them sign that document. They get to vote. That was part of the key part of the education component that we put in place that most states didn't do, so people would be still successful voting.
369	Adjudicated	Optimistic	Thank you very much. Governor Keating and Mrs. Keating, Reverend Graham, to the families of those who have been lost and wounded, to the people of Oklahoma City who have endured so much, and the people of this wonderful State, to all of you who are here as our fellow Americans. I am honored to be here today to represent the American people. But I have to tell you that Hillary and I also come as parents, as husband and wife, as people who were your neighbors for some of the best years of our lives.
64	Adjudicated	Pessimistic	"We need to elect Barack Obama because we need a President who understands that America can't compete in a global economy by padding the pockets of energy speculators, while ignoring the workers whose jobs have been shipped overseas. We need a President who understands that we can't solve the problems of global warming by giving windfall profits to the oil companies while ignoring opportunities to invest in new technologies that will build a green economy. We need a President who understands that the genius of America has always depended on the strength and vitality of the middle class. Barack Obama began his career fighting for workers displaced by the global economy. He built his campaign on a fundamental belief that change in this country must start from the ground up, not the top down. He knows government must be about ""We the people"" not ""We the favored few."" And when Barack Obama is in the White House, he'll revitalize our economy, defend the working people of America, and meet the global challenges of our time. Democrats know how to do this. As I recall, President Clinton and the Democrats did it before. And President Obama and the Democrats will do it again."
486	Adjudicated	Pessimistic	But to speak more seriously, I need not tell you that the world situation is very serious. That must be apparent to all intelligent people. I think one difficulty is that the problem is one of such enormous complexity that the very mass of facts presented to the public by press and radio make it exceedingly difficult for the man in the street to reach a clear appraisement of the situation. Furthermore, the people of this country are distant from the troubled areas of the earth, and it is hard for them to comprehend the plight and consequent reactions of the long-suffering peoples of Europe and the effect of those reactions on their governments in connection with our efforts to promote peace in the world. In considering the requirements for the rehabilitation of Europe, the physical loss of life, the visible destruction of cities, factories, mines, and railroads was correctly estimated, but it has become obvious during recent months that this visible destruction was probably less serious than the dislocation of the entire fabric of European economy. For the past ten years conditions have been highly abnormal. The feverish preparation for war and the more feverish maintenance of the war effort engulfed all aspects of national economies. Machinery has fallen into disrepair or is entirely obsolete. Under the arbitrary and destructive Nazi rule, virtually every possible enterprise was geared into the German war machine. Long-standing commercial ties, private institutions, banks, insurance companies, and shipping companies disappeared through loss of capital, absorption through nationalization, or by simple destruction. In many countries, confidence in the local currency has been severely shaken.
476	Adjudicated	Neutral	Your Honor, ladies and gentlemen, my name is Elizabeth Gurley Flynn.  I am a defendant in this case, acting as my own attorney, and therefore have the opportunity to address you directly.  It is unusual for a defendant to represent one’s self, but my comrade, Mr. Pettis Perry and I have elected to do so.  Neither of us is a lawyer.  We will speak to you in the language of laymen and women, I should say. We are both Communist leaders, proudly and avowedly.  We are qualified to explain to you what the Communist Party of the U.S.A. really stands for, what it advocates, what its day-by-day activities are, and what are its ultimate aims.  We will try to do so in simple, non-technical language.  We will prove to you that we are not a criminal conspiracy but a 33-year-old working class political party, devoted to the immediate needs and aspirations of the American people, to the advancement of the workers, farmers and the Negro people, to the preservation of the democracy and culture, and to the advocacy of Socialism.
392	Adjudicated	Pessimistic	But Donald Trump is trying to divide us by undermining that right. He has threatened to withhold federal funding to Nevada because of our vote by mail system, that's funding our schools and seniors rely on. He has challenged us in court with a meritless lawsuit, one that our republican secretary of state has asked the judge to dismiss. And now he is putting the lives of Nevada's seniors at risk by trying to defund the post office. Here's what that means: seniors won't be able to get their prescriptions because he wants to win an election. Well Mr. President, Nevada is not intimidated by you. America is not intimidated by you.
358	Adjudicated	Neutral	In this situation, it becomes vital that our own country orient its policies in consonance with this basic evolutionary condition rather than pursue a course blind to the reality that the colonial era is now past and the Asian peoples covet the right to shape their own free destiny. What they seek now is friendly guidance, understanding, and support -- not imperious direction -- the dignity of equality and not the shame of subjugation. Their pre-war standard of life, pitifully low, is infinitely lower now in the devastation left in war's wake. World ideologies play little part in Asian thinking and are little understood. What the peoples strive for is the opportunity for a little more food in their stomachs, a little better clothing on their backs, a little firmer roof over their heads, and the realization of the normal nationalist urge for political freedom. These political-social conditions have but an indirect bearing upon our own national security, but do form a backdrop to contemporary planning which must be thoughtfully considered if we are to avoid the pitfalls of unrealism.
237	Adjudicated	Pessimistic	To literally put the Confederacy on a pedestal in our mo[st] prominent places [of] honor is an inaccurate recitation of our full past. It is an affront to our present. And it is a bad prescription for our future. History cannot be changed. It cannot be moved like a statue. What is done is done. The Civil War is over. The Confederacy lost -- and we're better for it. Surely we are far enough removed from this dark time to acknowledge that the cause of the Confederacy was wrong. And in the second decade of the 21st century, asking African Americans -- or anyone else for that matter -- to drive by property that they own; occupied by reverential statu[es] of men who fought to destroy the country and deny that person’s humanity seems perverse. It seems absurd. Century-old wounds are still raw because, you see, they never healed right in the first place.
306	Adjudicated	Neutral	If inflation gets worse, several things will happen. Your purchasing power will continue to decline, and most of the burden will fall on those who can least afford it. Our national productivity will suffer. The value of our dollar will continue to fall in world trade. We've made good progress in putting our people back to work over the past 21 months. We've created more than 6 million new jobs for American workers. We've reduced the unemployment rate by about 25 percent, and we will continue our efforts to reduce unemployment further, especially among our young people and minorities.
231	Adjudicated	Optimistic	Let both sides, for the first time, formulate serious and precise proposals for the inspection and control of arms, and bring the absolute power to destroy other nations under the absolute control of all nations. Let both sides seek to invoke the wonders of science instead of its terrors. Together let us explore the stars, conquer the deserts, eradicate disease, tap the ocean depths, and encourage the arts and commerce.
351	Adjudicated	Optimistic	I’m very excited to talk to you about my husband, Donald Trump—who will make a fantastic President of these United States of America. The country we love with all our hearts. I have known this man, Donald Trump, for 18 years. Donald is a wonderful husband, father, and grandfather. He’s strong, he’s determined, bold, and decisive. He’s also compassionate, thoughtful, giving, and loving. Donald cares so deeply about this country, he could no longer sit by and allow American jobs be lost. And Americans become less and less safe. Once given the opportunity, Donald will make America great again.
54	Adjudicated	Optimistic	Let me just take one more moment and say, you know every week in very difficult times, we know how tough these times are. I stand up and go to Washington to fight for you. I go in on Monday and I come back the end of the week and I look for every opportunity to be able to work across the aisle to get things done when we can, and when we have folks that want to threaten Michigan and our families, I'll stand up- stand up and fight him every single time. We've had some wonderful wins in Michigan tonight because of all of you. Thank you so much, people who have worked so hard, who believed in us, believe in what we stand for as Democrats, who understand what it is that we need to do together to move Michigan and our country forward. So I have a big thank you to every single person in this room and I want you to know, starting again tomorrow, I'm going to work my heart out for each and every one of you. Thank you.
339	Adjudicated	Optimistic	So many people joined us — supported us — as we carried forward with this simple but fundamental message, and that it is time for Americans to join hands instead of pointing fingers. It is time to turn back the division and the hate and the exclusion and the bitterness. And it is time to work together, to lift up those who are left out, and to bring people with us instead of shoving them away. I believe — and it is the reason I’m up here — that we are never going to out-divide the divider-in-chief. We must as Americans dream bigger than that, we have to be better than that because if we spend the next four months dividing our party and going at each other, we will spend the next four years watching Donald Trump tear apart this country. Texans, we need to unite our party and our country. And to do it not just with our words but with our actions. It is up to us, all of us, to put our country back together, to heal this country and then to build something even greater. I believe we can do this together. And that is why today I am ending my campaign and endorsing Joe Biden for President.
97	Adjudicated	Optimistic	America and Afghanistan are now allies against terror. We'll be partners in rebuilding that country. And this evening we welcomed the distinguished interim leader of a liberated Afghanistan, Chairman Hamid Karzai. The last time we met in this chamber, the mothers and daughters of Afghanistan were captives in their own homes, forbidden from working or going to school. Today women are free and are part of Afghanistan's new government. And we welcome the new Minister of Women's Affairs, Dr. Sima Samar. Our progress is a tribute to the spirit of the Afghan people, to the resolve of our coalition, and to the might of the United States military. When I called our troops into action, I did so with complete confidence in their courage and skill. And tonight, thanks to them, we are winning the war on terror. The men and women of our armed forces have delivered a message now clear to every enemy of the United States: Even 7,000 miles away, across oceans and continents, on mountaintops and in caves, you will not escape the justice of this nation.
41	Adjudicated	Neutral	 Judge Sotomayor is a distinguished graduate of two of America's leading universities.  She's been a big-city prosecutor and a corporate litigator.  She spent six years as a trial judge on the U.S. District Court, and would replace Justice Souter as the only justice with experience as a trial judge, a perspective that would enrich the judgments of the Court. For the past 11 years she has been a judge on the Court of Appeals for the Second Circuit of New York, one of the most demanding circuits in the country.  There she has handed down decisions on a range of constitutional and legal questions that are notable for their careful reasoning, earning the respect of colleagues on the bench, the admiration of many lawyers who argue cases in her court, and the adoration of her clerks who look to her as a mentor.
43	Adjudicated	Neutral	"The decisive importance of this issue was fully recognized by the founders of the United Nations at San Francisco. Concern for the preservation and promotion of human rights and fundamental freedoms stands at the heart of the United Nations. Its Charter is distinguished by its preoccupation with the rights and welfare of individual men and women. The United Nations has made it clear that it intends to uphold human rights and to protect the dignity of the human personality. In the preamble to the Charter the keynote is set when it declares: ""We the people of the United Nations determined...to reaffirm faith in fundamental human rights, in the dignity and worth of the human person, in the equal rights of men and women and of nations large and small, and...to promote social progress and better standards of life in larger freedom."" This reflects the basic premise of the Charter that the peace and security of mankind are dependent on mutual respect for the rights and freedoms of all."
103	Adjudicated	Optimistic	You members of the graduating class of 18—or 1981—I don't really go back that far—are what behaviorists call achievers. And while you will look back with warm pleasure on your memories of these years that brought you here to where you are today, you are also, I know, looking at the future that seems uncertain to most of you but which, let me assure you, offers great expectations. Take pride in this day. Thank your parents, as one on your behalf has already done here. Thank those who've been of help to you over the last 4 years. And do a little celebrating; you're entitled. This is your day, and whatever I say should take cognizance of that fact. It is a milestone in life, and it marks a time of change.
213	Adjudicated	Optimistic	The bill I’m about to sign into law -- Senate Bill 1070 -- represents another tool for our State to use as we work to solve a crisis that we did not create and the federal government has refused to fix: the crisis caused by illegal immigration and Arizona’s porous border. This bill, the Support [Our] Law Enforcement and Safe Neighborhoods Act, strengthens the laws of our State. It protects all of us, every Arizona citizen and everyone here in our State lawfully. And, it does so while ensuring that the constitutional rights of all in Arizona remain solid, stable, and steadfast.
395	Adjudicated	Optimistic	Yet today I consider myself the luckiest man on the face of the earth. I have been in ballparks for seventeen years and have never received anything but kindness and encouragement from you fans. Look at these grand men. Which of you wouldn’t consider it the highlight of his career just to associate with them for even one day?
234	Adjudicated	Pessimistic	"But one hundred years later, the Negro still is not free. One hundred years later, the life of the Negro is still sadly crippled by the manacles of segregation and the chains of discrimination. One hundred years later, the Negro lives on a lonely island of poverty in the midst of a vast ocean of material prosperity. One hundred years later, the Negro is still languished in the corners of American society and finds himself an exile in his own land. And so we've come here today to dramatize a shameful condition. In a sense we've come to our nation's capital to cash a check. When the architects of our republic wrote the magnificent words of the Constitution and the Declaration of Independence, they were signing a promissory note to which every American was to fall heir. This note was a promise that all men, yes, black men as well as white men, would be guaranteed the ""unalienable Rights"" of ""Life, Liberty and the pursuit of Happiness."" It is obvious today that America has defaulted on this promissory note, insofar as her citizens of color are concerned. Instead of honoring this sacred obligation, America has given the Negro people a bad check, a check which has come back marked ""insufficient funds."""
112	Adjudicated	Optimistic	I'm thrilled to see so many friends from my home state of New York here today. And friends from across the country who have helped me in this primary campaign. You braved the snow in Iowa and the rain in South Carolina, you've knocked doors in New Hampshire and got on buses to come to Nevada. Everywhere I go these days, the purple t-shirts are out in force. Like a lot of great things about America, this campaign is union-built, and I could not be prouder. You've had my back—and I will always have yours.
383	Adjudicated	Neutral	"To guarantee in advance that the President's plea for national unity would be challenged, one network [A.B.C.] trotted out Averell Harriman for the occasion. Throughout the President's address, he waited in the wings. When the President concluded, Mr. Harriman recited perfectly. He attacked the Thieu Government as unrepresentative. He criticized the President's speech for various deficiencies. He twice issued a call to the Senate Foreign Relations Committee to debate Vietnam once again. He stated his belief that the Vietcong or North Vietnamese did not really want a military takeover of South Vietnam. And he told a little anecdote about a ""very, very responsible"" fellow he had met in the North Vietnamese delegation."
32	Adjudicated	Optimistic	Likewise we can say we don't need the Church. That is our business. But there are hundreds of thousands of our people who desperately need some help from that powerful institution, the Church, and we are foolish not to help them get it. For example, the Catholic Charities agencies of the Catholic Church has millions of dollars earmarked for the poor. But often the money is spent for food baskets for the needy instead of for effective action to eradicate the causes of poverty. The men and women who administer this money sincerely want to help their brothers. It should be our duty to help direct the attention to the basic needs of the Mexican-Americans in our society... needs which cannot be satisfied with baskets of food, but rather with effective organizing at the grass roots level. Therefore, I am calling for Mexican-American groups to stop ignoring this source of power. It is not just our right to appeal to the Church to use its power effectively for the poor, it is our duty to do so. It should be as natural as appealing to government... and we do that often enough.
370	Adjudicated	Optimistic	This is an extraordinary experience. And I’m very aware, particularly as a woman, that we can’t do this everywhere. I’m very aware particularly as a woman that if I said a fraction of the things that I sometimes say in critique of our government and our governmental policy, that there are countries were I might be taken off to prison, even tortured. So I’m not only very aware of the profound right that we have to say what we think, but at this point in our history I think we need to remember that we also have a profound responsibility to say what we think. I’m running for president because I think some things need to be said. And the things that I believe need to be said, or what everybody I know is saying. I believe that our politics itself is not a conduit for the energies that we need to be expressing in order to move to the next phase of our history. Politics is stuck somewhere in the 20th century. Our hearts are in the 21st century but our politics need to become more aligned with where we are as people. I don’t see a problem with the American people. I think we’re a good and decent people, I don’t think we’re any better than anybody in any other country.
350	Adjudicated	Optimistic	When we first arrived at Camp David, the first thing upon which we agreed was to ask the people of the world to pray that our negotiations would be successful. Those prayers have been answered far beyond any expectations. We are privileged to witness tonight a significant achievement in the cause of peace, an achievement none thought possible a year ago, or even a month ago, an achievement that reflects the courage and wisdom of these two leaders. Through 13 long days at Camp David, we have seen them display determination and vision and flexibility which was needed to make this agreement come to pass. All of us owe them our gratitude and respect. They know that they will always have my personal admiration. There are still great difficulties that remain and many hard issues to be settled. The questions that have brought warfare and bitterness to the Middle East for the last 30 years will not be settled overnight. But we should all recognize the substantial achievements that have been made.
192	Adjudicated	Optimistic	"There is only one man in this election who has ever really fought for you ... in places where winning means survival and defeat means death ... and that man is John McCain. In our day, politicians have readily shared much lesser tales of adversity than the nightmare world in which this man, and others equally brave, served and suffered for their country. It's a long way from the fear and pain and squalor of a six-by-four cell in Hanoi to the Oval Office. But if Senator McCain is elected president, that is the journey he will have made. It's the journey of an upright and honorable man - the kind of fellow whose name you will find on war memorials in small towns across this country, only he was among those who came home. To the most powerful office on earth, he would bring the compassion that comes from having once been powerless ... the wisdom that comes even to the captives, by the grace of God ... the special confidence of those who have seen evil, and seen how evil is overcome. A fellow prisoner of war, a man named Tom Moe of Lancaster, Ohio, recalls looking through a pin-hole in his cell door as Lieutenant Commander John McCain was led down the hallway, by the guards, day after day. As the story is told, ""When McCain shuffled back from torturous interrogations, he would turn toward Moe's door and flash a grin and thumbs up"" - as if to say, ""We're going to pull through this."" My fellow Americans, that is the kind of man America needs to see us through these next four years."
177	Adjudicated	Optimistic	A year ago tax relief was said to be a political impossibility. Six months ago it was supposed to be a political liability. Today it becomes reality. It becomes reality because of the bipartisan leadership of the Members of the United States Congress, Members like Bill Thomas of California, Ralph Hall of Texas, Charles Grassley of Iowa, Max Baucus of Montana, Zell Miller of Georgia, John Breaux of Louisiana, Trent Lott of Mississippi and the entire leadership team in the Senate, and Denny Hastert of Illinois and the leadership team in the House of Representatives—some Democrats, many Republicans—who worked tirelessly and effectively to produce this important result.
468	Adjudicated	Optimistic	"For the families of the seven, we cannot bear, as you do, the full impact of this tragedy. But we feel the loss, and we're thinking about you so very much. Your loved ones were daring and brave, and they had that special grace, that special spirit that says, ""Give me a challenge, and I'll meet it with joy."" They had a hunger to explore the universe and discover its truths. They wished to serve, and they did. They served all of us. We've grown used to wonders in this century. It's hard to dazzle us. But for twenty-five years the United States space program has been doing just that. We've grown used to the idea of space, and, perhaps we forget that we've only just begun. We're still pioneers. They, the members of the Challenger crew, were pioneers."
416	Adjudicated	Pessimistic	It is untenable for Israeli citizens to live in terror. It is untenable for Palestinians to live in squalor and occupation. And the current situation offers no prospect that life will improve. Israeli citizens will continue to be victimized by terrorists, and so Israel will continue to defend herself. In the situation the Palestinian people will grow more and more miserable. My vision is two states, living side by side in peace and security. There is simply no way to achieve that peace until all parties fight terror. Yet, at this critical moment, if all parties will break with the past and set out on a new path, we can overcome the darkness with the light of hope. Peace requires a new and different Palestinian leadership, so that a Palestinian state can be born.
307	Adjudicated	Pessimistic	So, not in a million years did I think I'd be standing on a stage like this with all of you. I was born and raised in Oklahoma. I have three older brothers, they all went off and joined the military. Me, I've had the same dream since I was a little kid and that is to be a public school teacher; can we here for America's public school teachers? My family didn't have the money to send me to college but, my big chance was a commuter school that cost $50 a semester and for a price I could pay for on a part-time waitressing job. I had a chance to finish my four-year diploma I became a special needs teacher; I've lived my dream job. I loved it but, I got here today because I see in America that isn't an America of expanding opportunities. I see in America that just keeps working better and better and better for a thinner and thinner slice at the top. When you see a government that works great for the rich and for the powerful and isn't working for anyone else that is corruption pure and simple and we need to call it out for what it is. An America that works great for giant drug companies but, not for people trying to get a prescription filled that's corruption. An America that works great for giant oil companies that want to drill everywhere but doesn't pay attention to the climate crisis that is bearing down upon us that's corruption.
463	Adjudicated	Optimistic	Life in the Peace Corps will not be easy. There will be no salary and allowances will be at a level sufficient only to maintain health and meet basic needs. Men and women will be expected to work and live alongside the nationals of the country in which they are stationed—doing the same work, eating the same food, talking the same language. But if the life will not be easy, it will be rich and satisfying. For every young American who participates in the Peace Corps—who works in a foreign land—will know that he or she is sharing in the great common task of bringing to man that decent way of life which is the foundation of freedom and a condition of peace.
60	Adjudicated	Neutral	While studying here, my father met my mother. She was born in a town on the other side of the world, in Kansas. Her father worked on oil rigs and farms through most of the Depression. The day after Pearl Harbor my grandfather signed up for duty; joined Patton’s army, marched across Europe. Back home, my grandmother raised a baby and went to work on a bomber assembly line. After the war, they studied on the G.I. Bill, bought a house through F.H.A., and later moved west all the way to Hawaii in search of opportunity.
